Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Type,release_date_parsed,Korea,Title_Korea,Type_New
The One and Only: Season 1 // 한사람만: 시즌 1,No,2019-04-03,3600000.0,1553.0,5.9,"Comedy, News, Talk-Show","superhero,martial arts,based on tv series,power,revenge","A family of former child heroes, now grown apart, must reunite to continue to protect the world.",TV Show,2019-04-03,1,한사람만: 시즌 1,TV Show
Love Alarm: Season 2 // 좋아하면 울리는: 시즌 2,Yes,2020-10-12,3100000.0,2794.0,5.9,"Documentary, Reality-TV, Romance","pubic hair,nudity,sex scene,voyeur,voyeurism","Zeynep is unhappy. That&apos;s why she flees to a Croatian island, where her deceased mother bought a house long ago. She hopes to find peace and relaxation finally - but she hasn&apos;t reckoned with Josip, who still lives on the property.",TV Show,2020-10-12,1,좋아하면 울리는: 시즌 2,TV Show
Yaksha: Ruthless Operations // 야차,Yes,2020-12-03,1400000.0,8324.0,5.9,Comedy,"dog,search,find,journey,father","Four female friends are held hostage in a lakefront mansion by unknown intruders. But as the women fight back, will they get a taste for violence?",Movie,2020-12-03,1,야차,Movie
Dancing Queen // 댄싱퀸,No,2021-10-01,1400000.0,274.0,5.9,Short,"f1,formula 1,motor sports,car race,championship","An action-crime-comedy set in the last days of communism in Poland; a story of folk-hero thief Naymro, who escaped from the police 29 times and lived on his own terms until love and the collapsing Berlin Wall changed everything.",Movie,2021-10-01,1,댄싱퀸,Movie
Dream kingdom Sofy&Ruby // 꿈의 왕국 소피 루비,No,2022-07-15,1300000.0,6205.0,5.9,Documentary,"year in title,2010s,2000s,2020s,number in title","Individually, Sanjay and Karina don&apos;t earn enough to be able to buy a home, so they enter into a marriage of convenience.",Movie,2022-07-15,1,꿈의 왕국 소피 루비,Movie
Navillera: Season 1 // 나빌레라: 시즌 1,Yes,2023-05-10,1200000.0,29.0,5.9,"Crime, Drama, Horror","love,parent,frenemy,son,fashion","Matvey, the fastest courier on the frozen canals of 19th century St. Peteresburg is recruited by a group of pickpockets working the winter markets and falls for high-ranking official&apos;s daughter, Alisa.",TV Show,2023-05-10,1,나빌레라: 시즌 1,TV Show
The Good Detective: Season 1 // 모범형사: 시즌 1,No,2018-06-11,1000000.0,339.0,5.9,Comedy,"third part,numbered sequel,sequel,panties,first kiss","After failing to predict a destructive hailstorm, a famous meteorologist flees to his hometown and soon finds himself on a journey of self-discovery.",TV Show,2018-06-11,1,모범형사: 시즌 1,TV Show
Worlds Within: Season 1 // 그들이 사는 세상: 시즌 1,No,2022-06-08,800000.0,70.0,5.9,"Crime, Documentary","heroism,superhero,male protagonist,white male lead in a diverse cast,superhero action","The series depicts an active day of incidents and meetings that take place when Rilakkuma, Korilakkuma, Kiiroitori, and Kaoru go play in an amusement park that is about to close.",TV Show,2022-06-08,1,그들이 사는 세상: 시즌 1,TV Show
Love+Sling // 레슬러,No,2018-03-02,800000.0,13.0,5.9,Drama,"ex convict,theft,armed men,island,13 year old","The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers&apos; backyard.",Movie,2018-03-02,1,레슬러,Movie
Decision to Leave // 헤어질 결심,No,2020-09-18,600000.0,120.0,5.9,"Short, Sport","christmas,travel,hometown,love,friend",A couple&apos;s relationship is threatened by an unusual problem.,Movie,2020-09-18,1,헤어질 결심,Movie
200 Pounds Beauty // 미녀는 괴로워,No,2019-08-28,500000.0,3652.0,5.9,"Action, Drama, Thriller",suicide,A fictional Castillian village but located in Basque Country tries become part of Switzerland after a surprising discovery.,Movie,2019-08-28,1,미녀는 괴로워,Movie
Tabloid Truth // 찌라시 : 위험한 소문,No,2021-03-05,300000.0,110.0,5.9,"Documentary, Drama","psychotronic film,serial killer,bare chested male,male full frontal nudity,male nudity","The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.",Movie,2021-03-05,1,찌라시 : 위험한 소문,Movie
The Concubine // 후궁：제왕의 첩,No,2017-08-29,300000.0,51.0,5.9,"Comedy, Drama","revenge,vengeance,lesbian,musician,female musical prodigy","When two men from very different walks of life meet over the holidays, they change each others lives forever.",Movie,2017-08-29,1,후궁：제왕의 첩,Movie
Three Sisters // 세자매,No,2021-02-26,200000.0,1188.0,5.9,"Action, Drama, Fantasy","lawyer,spin off,psychosomatic illness,criminal lawyer,drug trade","A talented tap dancer who can&apos;t get an audition uses his prowess at playing craps to gain ownership of a musical show, making himself the star.",Movie,2021-02-26,1,세자매,Movie
The 8th Night // 제8일의 밤,Yes,2017-12-05,100000.0,93.0,5.9,"Game-Show, Reality-TV",competition,"Follows the life of pop culture icon Pamela Anderson, including never-before-seen archival footage and personal journals.",Movie,2017-12-05,1,제8일의 밤,Movie
26 Years // 26년,No,2020-09-29,100000.0,34327.0,5.9,"Short, Drama","police,vigilante,bombay,encounter specialist,underworld","Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors&apos; carefully-laid plans.",Movie,2020-09-29,1,26년,Movie
The Golden Holiday // 국제수사,No,0,0.0,110.0,5.9,Documentary,0,Bill Burr shares the stage with his favorite comedians.,Movie,,1,국제수사,Movie
Extraordinary Attorney Woo: Season 1 // 이상한 변호사 우영우: 시즌 1,Yes,2023-02-24,124400000.0,3873.0,5.8,"Crime, Drama, Mystery","female assassin,gay,lgbt,lesbian,daughter","Columnist Beatrice Blair dispenses love advice to her readers, but can&apos;t seem to find her own Mr. Right. Reporter Jimmy Jackson has pursued her but with no results. Blair takes her assistant, Helen, on a cruise to the French Rivie...",TV Show,2023-02-24,1,이상한 변호사 우영우: 시즌 1,TV Show
The King's Affection: Season 1 // 연모: 시즌 1,Yes,2018-08-07,38600000.0,183129.0,5.8,"Action, Crime, Drama","dinosaur,jurassic park,pink haired girl,computer animation,black haired girl",A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,TV Show,2018-08-07,1,연모: 시즌 1,TV Show
Commitment // 동창생,No,2017-12-15,38200000.0,5348.0,5.8,Comedy,"wisecrack,maid,fraud,wisecrack humor,impostor","Fonda and Redford star as Addie Moore and Louis Waters, a widow and widower who&apos;ve lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neigh...",Movie,2017-12-15,1,동창생,Movie
Trolley: Limited Series // 트롤리: 리미티드 시리즈,Yes,2017-01-03,27400000.0,3830.0,5.8,"Animation, Short, Adventure","female terrorist,special forces,eurostar,english channel,hostage",A family must use a magical box of Animal Crackers to save a run-down circus from being taken over by their evil uncle Horatio P. Huntington.,Movie,2017-01-03,1,트롤리: 리미티드 시리즈,TV Show
Take 1: Season 1 // 테이크 원: 시즌 1,Yes,2023-05-04,18100000.0,321.0,5.8,"Adventure, Drama, Fantasy","male masturbation,sperm,diner,masturbation,bare chested male","She-Ra, Princess of Power, leads a rebellion to free her land of Etheria from the monstrous invaders the Horde.",TV Show,2023-05-04,1,테이크 원: 시즌 1,TV Show
Money Heist: Korea - Joint Economic Area: Season 1 // 종이의 집: 공동경제구역: 시즌 1,Yes,2022-11-30,12200000.0,10353.0,5.8,Short,"3d,3 dimensional,goose,duck,pig",Participants try to convince a jury that their new restaurant ideas could work.,TV Show,2022-11-30,1,종이의 집: 공동경제구역: 시즌 1,TV Show
The Sound of Your Heart: Season 1 // 마음의 소리: 시즌 1,Yes,2019-07-31,7000000.0,1917.0,5.8,Drama,"carpool,neighbor neighbor relationship,mushroom cloud,reference to atomic bombing of hiroshima,nuclear weapon","The story of Gregorio &apos;Goyo&apos; del Pilar, one of the youngest Generals during the Philippine-American War who fought in the historic Battle of Tirad Pass.",TV Show,2019-07-31,1,마음의 소리: 시즌 1,TV Show
The King // 더 킹,No,2017-11-24,6600000.0,33982.0,5.8,Short,"united nations,international relations,international politics,baghdad iraq,u.s. invasion of iraq",Jenny Slate&apos;s debut stand up-comedy special blends with home videos from her childhood and interviews of her with her family.,Movie,2017-11-24,1,더 킹,Movie
Live Up To Your Name: Season 1 // 명불허전: 시즌 1,Yes,2022-07-27,6000000.0,21386.0,5.8,"Animation, Adventure, Comedy","variety,joke,assistant,celebrity,entertainment","Taking place after The Fast and The Furious, Brian O&apos;Connor tries to evade the law, which leads up to the events of 2 Fast 2 Furious.",TV Show,2022-07-27,1,명불허전: 시즌 1,TV Show
A Frozen Flower // 쌍화점,No,2021-09-08,5800000.0,5011.0,5.8,"Crime, Horror, Thriller","city,food and drink documentary","Zeynep is unhappy. That&apos;s why she flees to a Croatian island, where her deceased mother bought a house long ago. She hopes to find peace and relaxation finally - but she hasn&apos;t reckoned with Josip, who still lives on the property.",Movie,2021-09-08,1,쌍화점,Movie
Don't be the First one: 2021 // 1호가 될 순 없어: 2021,Yes,2021-09-10,4700000.0,56448.0,5.8,"Short, Comedy","catchy song,catchy,satirical,singing along,singing girl","Fiercely talented Mia receives a scholarship to a prestigious dance academy, where she soon clashes with the owner&apos;s fashionable and popular daughter.",Movie,2021-09-10,1,1호가 될 순 없어: 2021,Movie
Tazza: The High Rollers // 타짜,No,2022-11-15,3700000.0,1390.0,5.8,"Documentary, Short","merrie melodies,celebrity caricature,ukulele,edward g. robinson spoof,1930s","Tim thinks he&apos;s invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",Movie,2022-11-15,1,타짜,Movie
Sh**ting Stars: Season 1 // 별똥별: 시즌 1,No,2019-11-01,3500000.0,12737.0,5.8,Short,"force,combat,dark comedy,united states of america,down","Jesus, Guns, Black Lives Matter. White girls dancing, Honest, uncompromising comedy where no topic is out of bounds",TV Show,2019-11-01,1,별똥별: 시즌 1,TV Show
Seondal: The Man Who Sells the River // 봉이 김선달,No,2019-07-17,2800000.0,1169.0,5.8,"Animation, Drama, Fantasy","tv special,stand up comedy special",The story of five Cuban political prisoners who had been imprisoned by the United States since the late 1990s on charges of espionage and murder.,Movie,2019-07-17,1,봉이 김선달,Movie
HYE MI LEE YE CHAE PA: Season 1 // 혜미리예채파: 시즌 1,No,2021-04-02,2700000.0,95.0,5.8,"Action, Adventure, Drama","prologue,dark comedy,marriage,white lie,cleric","Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.",TV Show,2021-04-02,1,혜미리예채파: 시즌 1,TV Show
Veteran // 베테랑,No,2022-01-14,1700000.0,5011.0,5.8,"Comedy, Drama","based on video game,magician,dragon,princess,warrior","Girl Luba had a dream. She, the daughter of a chess king in a fairyland, became the victim of a cunning political conspiracy of two cards - the Peak Jack Krivello and the Cross Dame Dvuliche.",Movie,2022-01-14,1,베테랑,Movie
Dr. Oh’s Golden Clinic: 2022 // 오은영의 금쪽상담소: 2022,No,2020-08-10,1300000.0,12737.0,5.8,"Animation, Adventure, Drama","police,french police,france,one against many,one man army",Anthropomorphic frogs battle the forces of darkness.,Movie,2020-08-10,1,오은영의 금쪽상담소: 2022,Movie
Nice Guy: Season 1 // 착한남자: 시즌1,No,2018-06-08,1100000.0,156.0,5.8,Comedy,"maggot,insect,girls&apos; dormitory,communicating with animals,stabbed with scissors",A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.,TV Show,2018-06-08,1,착한남자: 시즌1,TV Show
Fire Trot: Season 1 // 불타는 트롯맨: 시즌1,No,2020-12-25,800000.0,3873.0,5.8,"Action, Drama, History","superhero,superhero team,interracial friendship,supervillain,estranged friend",Phil travels around the world sampling food and tradition with friends and a sense of humor.,TV Show,2020-12-25,1,불타는 트롯맨: 시즌1,TV Show
One More Time: Season 1 // 헤어진 다음날: 시즌 1,No,2019-08-15,500000.0,1942.0,5.8,"Short, Comedy, Horror",world,"After his grandfather&apos;s death, a man travels with his wife and kids to his hometown, where chaos ensues with his relatives over the inheritance.",TV Show,2019-08-15,1,헤어진 다음날: 시즌 1,TV Show
Secret Sunshine // 밀양,No,2019-06-28,400000.0,14114.0,5.8,Documentary,"fairy godmother character,prince charming character,sleeping beauty character,snow white character,the beast character","A family of former child heroes, now grown apart, must reunite to continue to protect the world.",Movie,2019-06-28,1,밀양,Movie
Pipeline // 파이프라인,No,2017-10-03,300000.0,12312.0,5.8,"Action, Comedy, Sci-Fi","tv mini series,election,united states of america,vote,american politics",Food competition that follows the country&apos;s best backyard smokers and competitive barbecuers as they compete for the title of American Barbecue Champion.,Movie,2017-10-03,1,파이프라인,Movie
Minari // 미나리,No,2022-06-16,100000.0,95.0,5.8,Documentary,"time traveler,reference to the moon,year 1988,living in a car,serial killer",A disgraced MMA fighter finds redemption in the cage and the courage to face her demons when the son she had given up as an infant unexpectedly reenters her life.,Movie,2022-06-16,1,미나리,Movie
Because I Love You // 사랑하기 때문에,No,0,0.0,8503.0,5.8,"Documentary, Comedy","tv special,stand up comedy,stand up comedy special","A fighter pilot travels back in time to save the future world from environmental disaster, but a side-effect turns her young again and no-one takes her seriously.",Movie,,1,사랑하기 때문에,Movie
DoReMi Dalimi: Season 2 // 반짝반짝 달님이: 시즌 2,No,0,0.0,123.0,5.8,"Adventure, Comedy, Family","color in title,three word title,rescue,volunteer,first responder",Survival horror action adventure set In 1785 about a witch-hunter investigating whether or not a Burkittsville woman accused of witchcraft is taking vengeance on her fellow villagers who tried to lynch her.,TV Show,,1,반짝반짝 달님이: 시즌 2,TV Show
Hammington Family's Dream Wardrobe // 해밍턴가 꿈의 옷장,No,0,0.0,188.0,5.8,"Comedy, Romance",0,Leslie Jones discusses being 52 and what she would tell her 20-year-old self in her first Netflix stand-up special.,Movie,,1,해밍턴가 꿈의 옷장,Movie
Heung-Boo: The Revolutionist // 흥부: 글로 세상을 바꾼 자,No,0,0.0,3271.0,5.8,"Documentary, Comedy",0,"Former Club de Cuervos player Potro returns home to Argentina, just in time for the wedding of his famous soccer star brother and to confront his estranged family.",Movie,,1,흥부: 글로 세상을 바꾼 자,Movie
Hotel Lake // 호텔 레이크,No,0,0.0,566.0,5.8,Documentary,0,"In this very funny comedy show, Maz mainly focuses on current political environment especially by telling jokes about Donald Trump and his anti-immigrant politics. During the show he talks about immigrants in the United States and...",Movie,,1,호텔 레이크,Movie
Mr. Socrates // 미스터 소크라테스,No,0,0.0,12737.0,5.8,"Documentary, Comedy",0,"Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety.",Movie,,1,미스터 소크라테스,Movie
No. 3 // 넘버 3,No,0,0.0,2708.0,5.8,Short,0,Fourth-grade friends George and Harold have a shared love of pranks and comic books -- and turning their principal into an undies-wearing superhero.,Movie,,1,넘버 3,Movie
Samjin Company English Class // 삼진그룹 영어토익반,No,0,0.0,1917.0,5.8,Documentary,0,"Charlie Swift is a fixer with a problem: the thug he&apos;s whacked is missing his head and Charlie will only be paid if the body can be identified. Enter Marcie Kramer, the victim&apos;s ex-wife and a woman with all the skills Charlie needs.",Movie,,1,삼진그룹 영어토익반,Movie
Doctor Cha: Limited Series // 닥터 차정숙: 리미티드 시리즈,Yes,2023-04-15,194700000.0,36862.0,5.7,"Comedy, Romance","tragedy drama,sitcom comedy",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,Movie,2023-04-15,1,닥터 차정숙: 리미티드 시리즈,TV Show
True Beauty // 여신강림,No,2023-04-07,77800000.0,326.0,5.7,"Comedy, Drama","actress,love,reference to pamela anderson,personal,career","When a psychiatrist shelters a mysterious cult escapee, her world is turned upside down as the girl&apos;s arrival threatens to tear her own family apart.",Movie,2023-04-07,1,여신강림,Movie
Unlocked // 스마트폰을 떨어뜨렸을 뿐인데,Yes,2021-02-05,29500000.0,4711.0,5.7,"Comedy, Drama, Romance","vampire,anime animation",A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.,Movie,2021-02-05,1,스마트폰을 떨어뜨렸을 뿐인데,Movie
In the Name of God: A Holy Betrayal: Season 1 // 나는 신이다: 신이 배신한 사람들: 시즌 1,Yes,2016-08-18,27600000.0,6096.0,5.7,"Animation, Family, Short","contract killer,taxi driver,hitman,title based on song,city name in title",An ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.,TV Show,2016-08-18,1,나는 신이다: 신이 배신한 사람들: 시즌 1,TV Show
On the Line // 보이스,No,2016-10-14,16500000.0,65057.0,5.7,"Action, Adventure, Fantasy","tv special,stand up comedy special","On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",Movie,2016-10-14,1,보이스,Movie
